"";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol";"newcol"
"7759";2;5;7;9;11;11;11;11;11;11;11
"7760";2;5;7;9;11;11;11;11;11;11;11
"7761";2;5;7;9;11;11;11;11;11;11;11
"7762";2;5;7;9;11;11;11;11;11;11;11
"7763";2;5;7;9;11;11;11;11;11;11;11
"7764";2;5;7;9;11;11;11;11;11;11;11
"7765";2;5;7;9;11;11;11;11;11;11;11
"7766";2;5;7;9;11;11;11;11;11;11;11
"7767";2;5;7;9;11;11;11;11;11;11;11
"7768";2;5;7;9;11;11;11;11;11;11;11
"7769";2;5;7;9;11;11;11;11;11;11;11
"7770";2;5;7;9;10;13;14;17;19;21;22
"7771";2;5;7;9;11;11;11;11;11;11;11
"7772";2;5;7;9;11;11;11;11;11;11;11
"7773";2;5;7;9;11;11;11;11;11;11;11
"7774";2;5;7;9;11;11;11;11;11;11;11
"7775";2;5;7;9;11;11;11;11;11;11;11
"7776";2;5;7;9;11;11;11;11;11;11;11
"7777";2;5;7;9;11;11;11;11;11;11;11
"7778";2;5;7;9;11;11;11;11;11;11;11
"7779";2;5;7;9;11;11;11;11;11;11;11
"7780";2;5;7;9;11;11;11;11;11;11;11
"7781";2;5;7;9;11;11;11;11;11;11;11
"7782";2;5;7;9;11;11;11;11;11;11;11
"7783";2;5;7;9;11;11;11;11;11;11;11
"7784";2;5;7;9;11;11;11;11;11;11;11
"7785";2;5;7;9;11;11;11;11;11;11;11
"7786";2;5;7;9;11;11;11;11;11;11;11
"7787";2;5;7;9;11;11;11;11;11;11;11
"7788";2;5;7;9;11;11;11;11;11;11;11
"7789";2;5;7;9;11;11;11;11;11;11;11
"7790";2;5;7;9;11;11;11;11;11;11;11
"7791";2;5;7;9;11;11;11;11;11;11;11
"7792";2;5;7;9;11;11;11;11;11;11;11
"7793";2;5;7;9;11;11;11;11;11;11;11
"7794";2;5;7;9;11;11;11;11;11;11;11
"7795";2;5;7;9;11;11;11;11;11;11;11
"7796";2;5;7;9;11;11;11;11;11;11;11
"7797";2;5;7;9;10;13;14;17;19;21;22
"7798";2;5;7;9;11;11;11;11;11;11;11
"7799";2;5;7;9;11;11;11;11;11;11;11
"7800";2;5;7;9;11;11;11;11;11;11;11
"7801";2;5;7;9;11;11;11;11;11;11;11
"7802";2;5;7;9;11;11;11;11;11;11;11
"7803";2;5;7;9;11;11;11;11;11;11;11
"7804";2;5;7;9;11;11;11;11;11;11;11
"7805";2;5;7;9;10;13;14;17;19;21;23
"7806";2;5;7;9;11;11;11;11;11;11;11
"7807";2;5;7;9;11;11;11;11;11;11;11
"7808";2;5;7;9;10;13;14;17;19;21;23
"7809";2;5;7;9;11;11;11;11;11;11;11
"7810";2;5;7;9;11;11;11;11;11;11;11
"7811";2;5;7;9;11;11;11;11;11;11;11
"7812";2;5;7;9;11;11;11;11;11;11;11
"7813";2;5;7;9;11;11;11;11;11;11;11
"7814";2;5;7;9;10;13;14;17;19;21;22
"7815";2;5;7;9;11;11;11;11;11;11;11
"7816";2;5;7;9;11;11;11;11;11;11;11
"7817";2;5;7;9;11;11;11;11;11;11;11
"7818";2;5;7;9;10;13;14;17;19;21;22
"7819";2;5;7;9;10;13;14;17;19;21;22
"7820";2;5;7;9;11;11;11;11;11;11;11
"7821";2;5;7;9;11;11;11;11;11;11;11
"7822";2;5;7;9;11;11;11;11;11;11;11
"7823";2;5;7;9;11;11;11;11;11;11;11
"7824";2;5;7;9;11;11;11;11;11;11;11
"7825";2;5;7;9;11;11;11;11;11;11;11
"7826";2;5;7;9;11;11;11;11;11;11;11
"7827";2;5;7;9;11;11;11;11;11;11;11
"7828";2;5;7;9;10;13;14;17;19;21;22
"7829";2;5;7;9;10;13;14;17;19;21;23
"7830";2;5;7;9;10;13;14;17;19;21;22
"7831";2;5;7;9;11;11;11;11;11;11;11
"7832";2;5;7;9;10;13;14;17;19;21;22
"7833";2;5;7;9;10;13;14;17;19;21;22
"7834";2;5;7;9;10;13;14;17;19;21;22
"7835";2;5;7;9;11;11;11;11;11;11;11
"7836";2;5;7;9;10;13;14;17;19;21;22
"7837";2;5;7;9;11;11;11;11;11;11;11
"7838";2;5;7;9;11;11;11;11;11;11;11
"7839";2;5;7;9;11;11;11;11;11;11;11
"7840";2;5;7;9;10;13;14;17;19;21;22
"7841";2;5;7;9;11;11;11;11;11;11;11
"7842";2;5;7;9;11;11;11;11;11;11;11
"7843";2;5;7;9;11;11;11;11;11;11;11
"7844";2;5;7;9;11;11;11;11;11;11;11
"7845";2;5;7;9;11;11;11;11;11;11;11
"7846";2;5;7;9;11;11;11;11;11;11;11
"7847";2;5;7;9;11;11;11;11;11;11;11
"7848";2;5;7;9;11;11;11;11;11;11;11
"7849";2;5;7;9;11;11;11;11;11;11;11
"7850";2;5;7;9;11;11;11;11;11;11;11
"7851";2;5;7;9;11;11;11;11;11;11;11
"7852";2;5;7;9;11;11;11;11;11;11;11
"7853";2;5;7;9;10;13;14;17;19;21;22
"7854";2;5;7;9;11;11;11;11;11;11;11
"7855";2;5;7;9;11;11;11;11;11;11;11
"7856";2;5;7;9;11;11;11;11;11;11;11
"7857";2;5;7;9;11;11;11;11;11;11;11
"7858";2;5;7;9;10;13;14;17;19;21;22
"7859";2;5;7;9;10;13;14;17;19;21;22
"7860";2;5;7;9;10;13;14;17;19;21;22
"7861";2;5;7;9;10;13;14;17;19;21;22
"7862";2;5;7;9;10;13;14;17;19;21;22
"7863";2;5;7;9;10;13;14;17;19;21;22
"7864";2;5;7;9;11;11;11;11;11;11;11
"7865";2;5;7;9;10;13;14;17;19;21;22
"7866";2;5;7;9;10;13;14;17;19;21;22
"7867";2;5;7;9;10;13;14;17;19;21;22
"7868";2;5;7;9;10;13;14;17;19;21;23
"7869";2;5;7;9;11;11;11;11;11;11;11
"7870";2;5;7;9;11;11;11;11;11;11;11
"7871";2;5;7;9;11;11;11;11;11;11;11
"7872";2;5;7;9;10;13;14;17;19;21;22
"7873";2;5;7;9;11;11;11;11;11;11;11
"7874";2;5;7;9;10;13;14;17;19;21;23
"7875";2;5;7;9;11;11;11;11;11;11;11
"7876";2;5;7;9;10;13;14;17;19;21;22
"7877";2;5;7;9;10;13;14;17;19;21;22
"7878";2;5;7;9;10;13;14;17;19;21;22
"7879";2;5;7;9;10;13;14;17;19;21;22
"7880";2;5;7;9;10;13;14;17;19;21;22
"7881";2;5;7;9;10;13;14;17;19;21;22
"7882";2;5;7;9;10;13;14;17;19;21;22
"7883";2;5;7;9;10;13;14;17;19;21;22
"7884";2;5;7;9;10;13;14;17;19;21;22
"7885";2;5;7;9;11;11;11;11;11;11;11
"7886";2;5;7;9;10;13;14;17;19;21;22
"7887";2;5;7;9;11;11;11;11;11;11;11
"7888";2;5;7;9;11;11;11;11;11;11;11
"7889";2;5;7;9;11;11;11;11;11;11;11
"7890";2;5;7;9;11;11;11;11;11;11;11
"7891";2;5;7;9;11;11;11;11;11;11;11
"7892";2;5;7;9;11;11;11;11;11;11;11
"7893";2;5;7;9;11;11;11;11;11;11;11
"7894";2;5;7;9;11;11;11;11;11;11;11
"7895";2;5;7;9;10;13;14;17;19;21;22
"7896";2;5;7;9;10;13;14;17;19;21;23
"7897";2;5;7;9;11;11;11;11;11;11;11
"7898";2;5;7;9;11;11;11;11;11;11;11
"7899";2;5;7;9;11;11;11;11;11;11;11
"7900";2;5;7;9;11;11;11;11;11;11;11
"7901";2;5;7;9;11;11;11;11;11;11;11
"7902";2;5;7;9;10;13;14;17;19;21;22
"7903";2;5;7;9;10;13;14;17;19;21;22
"7904";2;5;7;9;10;13;14;17;19;21;23
"7905";2;5;7;9;10;13;14;17;19;21;23
"7906";2;5;7;9;10;13;14;17;19;21;22
"7907";2;5;7;9;10;13;14;17;19;21;23
"7908";2;5;7;9;10;13;14;17;19;21;23
"7909";2;5;7;9;11;11;11;11;11;11;11
"7910";2;5;7;9;11;11;11;11;11;11;11
"7911";2;5;7;9;11;11;11;11;11;11;11
"7912";2;5;7;9;11;11;11;11;11;11;11
"7913";2;5;7;9;11;11;11;11;11;11;11
"7914";2;5;7;9;11;11;11;11;11;11;11
"7915";2;5;7;9;10;13;14;17;19;21;23
"7916";2;5;7;9;11;11;11;11;11;11;11
"7917";2;5;7;9;11;11;11;11;11;11;11
"7918";2;5;7;9;10;13;14;17;19;21;22
"7919";2;5;7;9;11;11;11;11;11;11;11
"7920";2;5;7;9;10;13;14;17;19;21;22
"7921";2;5;7;9;10;13;14;17;19;21;23
"7922";2;5;7;9;10;13;14;17;19;21;22
"7923";2;5;7;9;10;13;14;17;19;21;22
"7924";2;5;7;9;10;13;14;17;19;21;22
"7925";2;5;7;9;10;13;14;17;19;21;22
"7926";2;5;7;9;10;13;14;17;19;21;22
"7927";2;5;7;9;10;13;14;17;19;21;22
"7928";2;5;7;9;10;13;14;17;19;21;23
"7929";2;5;7;9;10;13;14;17;19;21;22
"7930";2;5;7;9;10;13;14;17;19;21;23
"7931";2;5;7;9;10;13;14;17;19;21;23
"7932";2;5;7;9;10;13;14;17;19;21;22
"7933";2;5;7;9;10;13;14;17;19;21;23
"7934";2;5;7;9;10;13;14;17;19;21;22
"7935";2;5;7;9;11;11;11;11;11;11;11
"7936";2;5;7;9;10;13;14;17;19;21;23
"7937";2;5;7;9;11;11;11;11;11;11;11
"7938";2;5;7;9;11;11;11;11;11;11;11
"7939";2;5;7;9;10;13;14;17;19;21;22
"7940";2;5;7;9;10;13;14;17;19;21;22
"7941";2;5;7;9;10;13;14;17;19;21;22
"7942";2;5;7;9;10;13;14;17;19;21;23
"7943";2;5;7;9;10;13;14;17;19;21;22
"7944";2;5;7;9;10;13;14;17;19;21;22
"7945";2;5;7;9;10;13;14;17;19;21;22
"7946";2;5;7;9;10;13;14;17;19;21;22
"7947";2;5;7;9;10;13;14;17;19;21;22
"7948";2;5;7;9;10;13;14;17;19;21;22
"7949";2;5;7;9;10;13;14;17;19;21;22
"7950";2;5;7;9;10;13;14;17;19;21;23
"7951";2;5;7;9;10;13;14;17;19;21;22
"7952";2;5;7;9;10;13;14;17;19;21;22
"7953";2;5;7;9;10;13;14;17;19;21;22
"7954";2;5;7;9;11;11;11;11;11;11;11
"7955";2;5;7;9;11;11;11;11;11;11;11
"7956";2;5;7;9;10;13;14;17;19;21;22
"7957";2;5;7;9;10;13;14;17;19;21;22
"7958";2;5;7;9;10;13;14;17;19;21;23
"7959";2;5;7;9;11;11;11;11;11;11;11
"7960";2;5;7;9;11;11;11;11;11;11;11
"7961";2;5;7;9;10;13;14;17;19;21;23
"7962";2;5;7;9;10;13;14;17;19;21;23
"7963";2;5;7;9;10;13;14;17;19;21;23
"7964";2;5;7;9;10;13;14;17;19;21;23
"7965";2;5;7;9;10;13;14;17;19;21;22
"7966";2;5;7;9;10;13;14;17;19;21;23
"7967";2;5;7;9;11;11;11;11;11;11;11
"7968";2;5;7;9;11;11;11;11;11;11;11
"7969";2;5;7;9;10;13;14;17;19;21;23
"7970";2;5;7;9;10;13;14;17;19;21;23
"7971";2;5;7;9;10;13;14;17;19;21;23
"7972";2;5;7;9;11;11;11;11;11;11;11
"7973";2;5;7;9;10;13;14;17;19;21;23
"7974";2;5;7;9;11;11;11;11;11;11;11
"7975";2;5;7;9;10;13;14;17;19;21;23
"7976";2;5;7;9;10;13;14;17;19;21;23
"7977";2;5;7;9;11;11;11;11;11;11;11
"7978";2;5;7;9;10;13;14;17;19;21;23
"7979";2;5;7;9;11;11;11;11;11;11;11
"7980";2;5;7;9;10;13;14;17;19;21;23
"7981";2;5;7;9;11;11;11;11;11;11;11
"7982";2;5;7;9;11;11;11;11;11;11;11
"7983";2;5;7;9;11;11;11;11;11;11;11
"7984";2;5;7;9;10;13;14;17;19;21;23
"7985";2;5;7;9;10;13;14;17;19;21;23
"7986";2;5;7;9;10;13;14;17;19;21;23
"7987";2;5;7;9;11;11;11;11;11;11;11
"7988";2;5;7;9;10;13;14;17;19;21;23
"7989";2;5;7;9;11;11;11;11;11;11;11
"7990";2;5;7;9;10;13;14;17;19;21;23
"7991";2;5;7;9;10;13;14;17;19;21;22
"7992";2;5;7;9;11;11;11;11;11;11;11
"7993";2;5;7;9;11;11;11;11;11;11;11
"7994";2;5;7;9;11;11;11;11;11;11;11
"7995";2;5;7;9;11;11;11;11;11;11;11
"7996";2;5;7;9;11;11;11;11;11;11;11
"7997";2;5;7;9;11;11;11;11;11;11;11
"7998";2;5;7;9;11;11;11;11;11;11;11
"7999";2;5;7;9;11;11;11;11;11;11;11
"8000";2;5;7;9;11;11;11;11;11;11;11
"8001";2;5;7;9;10;13;14;17;19;21;23
"8002";2;5;7;9;11;11;11;11;11;11;11
"8003";2;5;7;9;11;11;11;11;11;11;11
"8004";2;5;7;9;11;11;11;11;11;11;11
"8005";2;5;7;9;11;11;11;11;11;11;11
"8006";2;5;7;9;11;11;11;11;11;11;11
"8007";2;5;7;9;10;13;14;17;19;21;22
"8008";2;5;7;9;11;11;11;11;11;11;11
"8009";2;5;7;9;11;11;11;11;11;11;11
"8010";2;5;7;9;11;11;11;11;11;11;11
"8011";2;5;7;9;11;11;11;11;11;11;11
"8012";2;5;7;9;11;11;11;11;11;11;11
"8013";2;5;7;9;11;11;11;11;11;11;11
"8014";2;5;7;9;11;11;11;11;11;11;11
"8015";2;5;7;9;11;11;11;11;11;11;11
"8016";2;5;7;9;11;11;11;11;11;11;11
"8017";2;5;7;9;11;11;11;11;11;11;11
"8018";2;5;7;9;11;11;11;11;11;11;11
"8019";2;5;7;9;11;11;11;11;11;11;11
"8020";2;5;7;9;11;11;11;11;11;11;11
"8021";2;5;7;9;11;11;11;11;11;11;11
"8022";2;5;7;9;10;13;14;17;19;21;23
"8023";2;5;7;9;11;11;11;11;11;11;11
"8024";2;5;7;9;11;11;11;11;11;11;11
"8025";2;5;7;9;11;11;11;11;11;11;11
"8026";2;5;7;9;10;13;14;17;19;21;23
"8027";2;5;7;9;11;11;11;11;11;11;11
"8028";2;5;7;9;10;13;14;17;19;21;23
"8029";2;5;7;9;10;13;14;17;19;21;23
"8030";2;5;7;9;10;13;14;17;19;21;23
"8031";2;5;7;9;10;13;14;17;19;21;23
"8032";2;5;7;9;10;13;14;17;19;21;23
"8033";2;5;7;9;11;11;11;11;11;11;11
"8034";2;5;7;9;11;11;11;11;11;11;11
"8035";2;5;7;9;11;11;11;11;11;11;11
"8036";2;5;7;9;10;13;14;17;19;21;22
"8037";2;5;7;9;10;13;14;17;19;21;23
"8038";2;5;7;9;10;13;14;17;19;21;23
"8039";2;5;7;9;11;11;11;11;11;11;11
"8040";2;5;7;9;10;13;14;17;19;21;23
"8041";2;5;7;9;11;11;11;11;11;11;11
"8042";2;5;7;9;11;11;11;11;11;11;11
"8043";2;5;7;9;10;13;14;17;19;21;22
"8044";2;5;7;9;11;11;11;11;11;11;11
"8045";2;5;7;9;10;13;14;17;19;21;22
"8046";2;5;7;9;10;13;14;17;19;21;22
"8047";2;5;7;9;10;13;14;17;19;21;22
"8048";2;5;7;9;11;11;11;11;11;11;11
"8049";2;5;7;9;10;13;14;17;19;21;22
"8050";2;5;7;9;10;13;14;17;19;21;22
"8051";2;5;7;9;10;13;14;17;19;21;23
"8052";2;5;7;9;10;13;14;17;19;21;23
"8053";2;5;7;9;10;13;14;17;19;21;23
"8054";2;5;7;9;10;13;14;17;19;21;23
"8055";2;5;7;9;10;13;14;17;19;21;23
"8056";2;5;7;9;10;13;14;17;19;21;23
"8057";2;5;7;9;10;13;14;17;19;21;23
"8058";2;5;7;9;10;13;14;17;19;21;23
"8059";2;5;7;9;10;13;14;17;19;21;23
"8060";2;5;7;9;10;13;14;17;19;21;22
"8061";2;5;7;9;10;13;14;17;19;21;23
"8062";2;5;7;9;10;13;14;17;19;21;23
"8063";2;5;7;9;10;13;14;17;19;21;23
"8064";2;5;7;9;10;13;14;17;19;21;23
"8065";2;5;7;9;10;13;14;17;19;21;23
"8066";2;5;7;9;10;13;14;17;19;21;23
"8067";2;5;7;9;11;11;11;11;11;11;11
"8068";2;5;7;9;10;13;14;17;19;21;22
"8069";2;5;7;9;10;13;14;17;19;21;23
"8070";2;5;7;9;10;13;14;17;19;21;23
"8071";2;5;7;9;10;13;14;17;19;21;22
"8072";2;5;7;9;10;13;14;17;19;21;23
"8073";2;5;7;9;10;13;14;17;19;21;23
"8074";2;5;7;9;11;11;11;11;11;11;11
"8075";2;5;7;9;10;13;14;17;19;21;22
"8076";2;5;7;9;10;13;14;17;19;21;22
"8077";2;5;7;9;10;13;14;17;19;21;22
"8078";2;5;7;9;10;13;14;17;19;21;23
"8079";2;5;7;9;10;13;14;17;19;21;22
"8080";2;5;7;9;10;13;14;17;19;21;22
"8081";2;5;7;9;10;13;14;17;19;21;22
"8082";2;5;7;9;10;13;14;17;19;21;22
"8083";2;5;7;9;10;13;14;17;19;21;22
"8084";2;5;7;9;10;13;14;17;19;21;22
"8085";2;5;7;9;10;13;14;17;19;21;22
"8086";2;5;7;9;10;13;14;17;19;21;23
"8087";2;5;7;9;11;11;11;11;11;11;11
"8088";2;5;7;9;10;13;14;17;19;21;22
"8089";2;5;7;9;10;13;14;17;19;21;22
"8090";2;5;7;9;11;11;11;11;11;11;11
"8091";2;5;7;9;10;13;14;17;19;21;22
"8092";2;5;7;9;10;13;14;17;19;21;23
"8093";2;5;7;9;10;13;14;17;19;21;22
"8094";2;5;7;9;11;11;11;11;11;11;11
"8095";2;5;7;9;10;13;14;17;19;21;22
"8096";2;5;7;9;11;11;11;11;11;11;11
"8097";2;5;7;9;10;13;14;17;19;21;23
"8098";2;5;7;9;10;13;14;17;19;21;22
"8099";2;5;7;9;10;13;14;17;19;21;22
"8100";2;5;7;9;10;13;14;17;19;21;22
"8101";2;5;7;9;10;13;14;17;19;21;22
"8102";2;5;7;9;10;13;14;17;19;21;22
"8103";2;5;7;9;10;13;14;17;19;21;22
"8104";2;5;7;9;10;13;14;17;19;21;22
"8105";2;5;7;9;11;11;11;11;11;11;11
"8106";2;5;7;9;10;13;14;17;19;21;22
"8107";2;5;7;9;10;13;14;17;19;21;22
"8108";2;5;7;9;11;11;11;11;11;11;11
"8109";2;5;7;9;11;11;11;11;11;11;11
"8110";2;5;7;9;10;13;14;17;19;21;23
"8111";2;5;7;9;10;13;14;17;19;21;22
"8112";2;5;7;9;11;11;11;11;11;11;11
"8113";2;5;7;9;10;13;14;17;19;21;22
"8114";2;5;7;9;10;13;14;17;19;21;22
"8115";2;5;7;9;11;11;11;11;11;11;11
"8116";2;5;7;9;11;11;11;11;11;11;11
"8117";2;5;7;9;11;11;11;11;11;11;11
"8118";2;5;7;9;10;13;14;17;19;21;23
"8119";2;5;7;9;10;13;14;17;19;21;22
"8120";2;5;7;9;10;13;14;17;19;21;23
"8121";2;5;7;9;11;11;11;11;11;11;11
"8122";2;5;7;9;10;13;14;17;19;21;22
"8123";2;5;7;9;11;11;11;11;11;11;11
"8124";2;5;7;9;11;11;11;11;11;11;11
"8125";2;5;7;9;11;11;11;11;11;11;11
"8126";2;5;7;9;11;11;11;11;11;11;11
"8127";2;5;7;9;10;13;14;17;19;21;22
"8128";2;5;7;9;11;11;11;11;11;11;11
"8129";2;5;7;9;10;13;14;17;19;21;23
"8130";2;5;7;9;10;13;14;17;19;21;23
"8131";2;5;7;9;11;11;11;11;11;11;11
"8132";2;5;7;9;10;13;14;17;19;21;22
"8133";2;5;7;9;10;13;14;17;19;21;23
"8134";2;5;7;9;10;13;14;17;19;21;23
"8135";2;5;7;9;11;11;11;11;11;11;11
"8136";2;5;7;9;10;13;14;17;19;21;22
"8137";2;5;7;9;11;11;11;11;11;11;11
"8138";2;5;7;9;11;11;11;11;11;11;11
"8139";2;5;7;9;11;11;11;11;11;11;11
"8140";2;5;7;9;10;13;14;17;19;21;22
"8141";2;5;7;9;10;13;14;17;19;21;23
"8142";2;5;7;9;11;11;11;11;11;11;11
"8143";2;5;7;9;11;11;11;11;11;11;11
"8144";2;5;7;9;11;11;11;11;11;11;11
"8145";2;5;7;9;11;11;11;11;11;11;11
"8146";2;5;7;9;10;13;14;17;19;21;23
"8147";2;5;7;9;10;13;14;17;19;21;23
"8148";2;5;7;9;10;13;14;17;19;21;23
"8149";2;5;7;9;11;11;11;11;11;11;11
"8150";2;5;7;9;11;11;11;11;11;11;11
"8151";2;5;7;9;10;13;14;17;19;21;22
"8152";2;5;7;9;10;13;14;17;19;21;23
"8153";2;5;7;9;11;11;11;11;11;11;11
"8154";2;5;7;9;11;11;11;11;11;11;11
"8155";2;5;7;9;11;11;11;11;11;11;11
"8156";2;5;7;9;11;11;11;11;11;11;11
"8157";2;5;7;9;10;13;14;17;19;21;22
"8158";2;5;7;9;11;11;11;11;11;11;11
"8159";2;5;7;9;11;11;11;11;11;11;11
"8160";2;5;7;9;10;13;14;17;19;21;22
"8161";2;5;7;9;10;13;14;17;19;21;22
"8162";2;5;7;9;10;13;14;17;19;21;22
"8163";2;5;7;9;10;13;14;17;19;21;22
"8164";2;5;7;9;10;13;14;17;19;21;22
"8165";2;5;7;9;10;13;14;17;19;21;22
"8166";2;5;7;9;11;11;11;11;11;11;11
"8167";2;5;7;9;11;11;11;11;11;11;11
"8168";2;5;7;9;10;13;14;17;19;21;22
"8169";2;5;7;9;10;13;14;17;19;21;22
"8170";2;5;7;9;10;13;14;17;19;21;22
"8171";2;5;7;9;10;13;14;17;19;21;22
"8172";2;5;7;9;10;13;14;17;19;21;22
"8173";2;5;7;9;10;13;14;17;19;21;22
"8174";2;5;7;9;11;11;11;11;11;11;11
"8175";2;5;7;9;11;11;11;11;11;11;11
"8176";2;5;7;9;10;13;14;17;19;21;22
"8177";2;5;7;9;10;13;14;17;19;21;22
"8178";2;5;7;9;11;11;11;11;11;11;11
"8179";2;5;7;9;10;13;14;17;19;21;22
"8180";2;5;7;9;10;13;14;17;19;21;22
"8181";2;5;7;9;10;13;14;17;19;21;23
"8182";2;5;7;9;10;13;14;17;19;21;22
"8183";2;5;7;9;10;13;14;17;19;21;22
"8184";2;5;7;9;10;13;14;17;19;21;23
"8185";2;5;7;9;10;13;14;17;19;21;22
"8186";2;5;7;9;11;11;11;11;11;11;11
"8187";2;5;7;9;10;13;14;17;19;21;22
"8188";2;5;7;9;10;13;14;17;19;21;22
"8189";2;5;7;9;10;13;14;17;19;21;22
"8190";2;5;7;9;10;13;14;17;19;21;22
"8191";2;5;7;9;10;13;14;17;19;21;22
"8192";2;5;7;9;10;13;14;17;19;21;22
"8193";2;5;7;9;11;11;11;11;11;11;11
"8194";2;5;7;9;11;11;11;11;11;11;11
"8195";2;5;7;9;11;11;11;11;11;11;11
"8196";2;5;7;9;11;11;11;11;11;11;11
"8197";2;5;7;9;10;13;14;17;19;21;22
"8198";2;5;7;9;11;11;11;11;11;11;11
"8199";2;5;7;9;11;11;11;11;11;11;11
"8200";2;5;7;9;10;13;14;17;19;21;22
"8201";2;5;7;9;11;11;11;11;11;11;11
"8202";2;5;7;9;10;13;14;17;19;21;22
"8203";2;5;7;9;11;11;11;11;11;11;11
"8204";2;5;7;9;10;13;14;17;19;21;23
"8205";2;5;7;9;11;11;11;11;11;11;11
"8206";2;5;7;9;11;11;11;11;11;11;11
"8207";2;5;7;9;11;11;11;11;11;11;11
"8208";2;5;7;9;11;11;11;11;11;11;11
"8209";2;5;7;9;10;13;14;17;19;21;22
"8210";2;5;7;9;11;11;11;11;11;11;11
"8211";2;5;7;9;11;11;11;11;11;11;11
"8212";2;5;7;9;11;11;11;11;11;11;11
"8213";2;5;7;9;10;13;14;17;19;21;22
"8214";2;5;7;9;11;11;11;11;11;11;11
"8215";2;5;7;9;11;11;11;11;11;11;11
"8216";2;5;7;9;10;13;14;17;19;21;23
"8217";2;5;7;9;10;13;14;17;19;21;23
"8218";2;5;7;9;10;13;14;17;19;21;22
"8219";2;5;7;9;10;13;14;17;19;21;22
"8220";2;5;7;9;10;13;14;17;19;21;23
"8221";2;5;7;9;10;13;14;17;19;21;22
"8222";2;5;7;9;11;11;11;11;11;11;11
"8223";2;5;7;9;10;13;14;17;19;21;22
"8224";2;5;7;9;11;11;11;11;11;11;11
"8225";2;5;7;9;11;11;11;11;11;11;11
"8226";2;5;7;9;10;13;14;17;19;21;22
"8227";2;5;7;9;11;11;11;11;11;11;11
"8228";2;5;7;9;11;11;11;11;11;11;11
"8229";2;5;7;9;11;11;11;11;11;11;11
"8230";2;5;7;9;11;11;11;11;11;11;11
"8231";2;5;7;9;11;11;11;11;11;11;11
"8232";2;5;7;9;10;13;14;17;19;21;22
"8233";2;5;7;9;11;11;11;11;11;11;11
"8234";2;5;7;9;10;13;14;17;19;21;23
"8235";2;5;7;9;11;11;11;11;11;11;11
"8236";2;5;7;9;10;13;14;17;19;21;22
"8237";2;5;7;9;11;11;11;11;11;11;11
"8238";2;5;7;9;11;11;11;11;11;11;11
"8239";2;5;7;9;11;11;11;11;11;11;11
"8240";2;5;7;9;11;11;11;11;11;11;11
"8241";2;5;7;9;10;13;14;17;19;21;23
"8242";2;5;7;9;11;11;11;11;11;11;11
"8243";2;5;7;9;10;13;14;17;19;21;22
"8244";2;5;7;9;10;13;14;17;19;21;22
"8245";2;5;7;9;11;11;11;11;11;11;11
"8246";2;5;7;9;11;11;11;11;11;11;11
"8247";2;5;7;9;11;11;11;11;11;11;11
"8248";2;5;7;9;11;11;11;11;11;11;11
"8249";2;5;7;9;11;11;11;11;11;11;11
"8250";2;5;7;9;11;11;11;11;11;11;11
"8251";2;5;7;9;11;11;11;11;11;11;11
"8252";2;5;7;9;10;13;14;17;19;21;23
"8253";2;5;7;9;10;13;14;17;19;21;23
"8254";2;5;7;9;10;13;14;17;19;21;22
"8255";2;5;7;9;10;13;14;17;19;21;22
"8256";2;5;7;9;11;11;11;11;11;11;11
"8257";2;5;7;9;10;13;14;17;19;21;23
"8258";2;5;7;9;10;13;14;17;19;21;22
"8259";2;5;7;9;10;13;14;17;19;21;23
"8260";2;5;7;9;11;11;11;11;11;11;11
"8261";2;5;7;9;10;13;14;17;19;21;23
"8262";2;5;7;9;11;11;11;11;11;11;11
"8263";2;5;7;9;11;11;11;11;11;11;11
"8264";2;5;7;9;11;11;11;11;11;11;11
"8265";2;5;7;9;11;11;11;11;11;11;11
"8266";2;5;7;9;11;11;11;11;11;11;11
"8267";2;5;7;9;11;11;11;11;11;11;11
"8268";2;5;7;9;11;11;11;11;11;11;11
"8269";2;5;7;9;11;11;11;11;11;11;11
"8270";2;5;7;9;11;11;11;11;11;11;11
"8271";2;5;7;9;10;13;14;17;19;21;22
"8272";2;5;7;9;10;13;14;17;19;21;22
"8273";2;5;7;9;10;13;14;17;19;21;22
"8274";2;5;7;9;10;13;14;17;19;21;22
"8275";2;5;7;9;10;13;14;17;19;21;22
"8276";2;5;7;9;11;11;11;11;11;11;11
"8277";2;5;7;9;11;11;11;11;11;11;11
"8278";2;5;7;9;11;11;11;11;11;11;11
"8279";2;5;7;9;10;13;14;17;19;21;22
"8280";2;5;7;9;10;13;14;17;19;21;22
"8281";2;5;7;9;10;13;14;17;19;21;22
"8282";2;5;7;9;10;13;14;17;19;21;22
"8283";2;5;7;9;11;11;11;11;11;11;11
"8284";2;5;7;9;10;13;14;17;19;21;22
"8285";2;5;7;9;10;13;14;17;19;21;22
"8286";2;5;7;9;10;13;14;17;19;21;23
"8287";2;5;7;9;11;11;11;11;11;11;11
"8288";2;5;7;9;11;11;11;11;11;11;11
"8289";2;5;7;9;11;11;11;11;11;11;11
"8290";2;5;7;9;11;11;11;11;11;11;11
"8291";2;5;7;9;10;13;14;17;19;21;22
"8292";2;5;7;9;10;13;14;17;19;21;22
"8293";2;5;7;9;11;11;11;11;11;11;11
"8294";2;5;7;9;10;13;14;17;19;21;22
