%%MatrixMarket matrix coordinate integer general
35795 8320 368533
8 1 1
10 1 1
12 1 1
13 1 1
14 1 1
18 1 1
19 1 1
21 1 1
28 1 1
29 1 1
38 1 1
39 1 1
41 1 1
43 1 1
49 1 1
65 1 1
75 1 1
76 1 1
80 1 1
90 1 1
96 1 1
97 1 1
105 1 1
122 1 1
144 1 1
152 1 1
156 1 1
158 1 1
173 1 1
176 1 1
178 1 1
186 1 1
187 1 1
196 1 1
207 1 1
226 1 1
231 1 1
232 1 1
238 1 1
244 1 1
253 1 1
256 1 1
259 1 1
265 1 1
267 1 1
268 1 1
273 1 1
290 1 1
291 1 1
296 1 1
299 1 1
318 1 1
319 1 1
320 1 1
321 1 1
322 1 1
323 1 1
324 1 1
325 1 1
327 1 1
328 1 1
329 1 1
335 1 1
336 1 1
340 1 1
343 1 1
344 1 1
345 1 1
346 1 1
348 1 1
350 1 1
355 1 1
356 1 1
372 1 1
386 1 1
399 1 1
405 1 1
413 1 1
414 1 1
435 1 1
441 1 1
444 1 1
452 1 1
465 1 1
467 1 1
476 1 1
488 1 1
489 1 1
498 1 1
504 1 1
506 1 1
507 1 1
508 1 1
509 1 1
515 1 1
516 1 1
517 1 1
518 1 1
520 1 1
525 1 1
527 1 1
528 1 1
532 1 1
533 1 1
534 1 1
537 1 1
538 1 1
540 1 1
543 1 1
544 1 1
548 1 1
558 1 1
561 1 1
567 1 1
568 1 1
580 1 1
612 1 1
626 1 1
639 1 1
685 1 1
688 1 1
730 1 1
742 1 1
744 1 1
745 1 1
788 1 1
790 1 1
792 1 1
805 1 1
809 1 1
832 1 1
852 1 1
864 1 1
874 1 1
900 1 1
908 1 1
909 1 1
935 1 1
938 1 1
948 1 1
950 1 1
952 1 1
990 1 1
992 1 1
993 1 1
1003 1 1
1004 1 1
1007 1 1
1027 1 1
1041 1 1
1043 1 1
1054 1 1
1062 1 1
1065 1 1
1070 1 1
1074 1 1
1076 1 1
1080 1 1
1083 1 1
1084 1 1
1085 1 1
1086 1 1
1087 1 1
1103 1 1
1108 1 1
1122 1 1
1124 1 1
1139 1 1
1181 1 1
1182 1 1
1184 1 1
1190 1 1
1193 1 1
1194 1 1
1196 1 1
1231 1 1
1232 1 1
1254 1 1
1276 1 1
1298 1 1
1305 1 1
1306 1 1
1308 1 1
1329 1 1
1344 1 1
1345 1 1
1349 1 1
1350 1 1
1363 1 1
1364 1 1
1365 1 1
1371 1 1
1376 1 1
1377 1 1
1379 1 1
1390 1 1
1391 1 1
1396 1 1
1397 1 1
1401 1 1
1402 1 1
1403 1 1
1406 1 1
1407 1 1
1408 1 1
1410 1 1
1413 1 1
1415 1 1
1416 1 1
1417 1 1
1418 1 1
1419 1 1
1420 1 1
1423 1 1
1435 1 1
1445 1 1
1447 1 1
1455 1 1
1457 1 1
1458 1 1
1462 1 1
1464 1 1
1469 1 1
1470 1 1
1472 1 1
1473 1 1
1476 1 1
1477 1 1
1482 1 1
1486 1 1
1487 1 1
1512 1 1
1516 1 1
1517 1 1
1521 1 1
1522 1 1
1523 1 1
1527 1 1
1528 1 1
1533 1 1
1539 1 1
1541 1 1
1543 1 1
1551 1 1
1558 1 1
1563 1 1
1569 1 1
1572 1 1
1575 1 1
1576 1 1
1581 1 1
1586 1 1
1597 1 1
1598 1 1
1620 1 1
1626 1 1
1627 1 1
1637 1 1
1643 1 1
1651 1 1
1663 1 1
1678 1 1
1686 1 1
1693 1 1
1695 1 1
1698 1 1
1703 1 1
1723 1 1
1734 1 1
1737 1 1
1738 1 1
1757 1 1
1762 1 1
1764 1 1
1777 1 1
1797 1 1
1801 1 1
1805 1 1
1812 1 1
1840 1 1
1845 1 1
1846 1 1
1851 1 1
1864 1 1
1881 1 1
1882 1 1
1884 1 1
1886 1 1
1902 1 1
1916 1 1
1920 1 1
1935 1 1
1937 1 1
1938 1 1
1939 1 1
1959 1 1
1960 1 1
1964 1 1
1967 1 1
1968 1 1
1969 1 1
1971 1 1
1973 1 1
1974 1 1
1977 1 1
1978 1 1
1979 1 1
1980 1 1
1981 1 1
1985 1 1
1991 1 1
1993 1 1
1999 1 1
2000 1 1
2004 1 1
2006 1 1
2021 1 1
2026 1 1
2030 1 1
2049 1 1
2054 1 1
2055 1 1
2056 1 1
2057 1 1
2059 1 1
2061 1 1
2068 1 1
2069 1 1
2070 1 1
2074 1 1
2076 1 1
2093 1 1
2094 1 1
2095 1 1
2133 1 1
2135 1 1
2138 1 1
2169 1 1
2172 1 1
2180 1 1
2201 1 1
2223 1 1
2233 1 1
2254 1 1
2268 1 1
2269 1 1
2270 1 1
2271 1 1
2276 1 1
2281 1 1
2284 1 1
2286 1 1
2288 1 1
2303 1 1
2307 1 1
2309 1 1
2319 1 1
2330 1 1
2331 1 1
2340 1 1
2342 1 1
2346 1 1
2373 1 1
2377 1 1
2385 1 1
2389 1 1
2393 1 1
2403 1 1
2404 1 1
2409 1 1
2412 1 1
2421 1 1
2423 1 1
2427 1 1
2430 1 1
2431 1 1
2432 1 1
2434 1 1
2438 1 1
2455 1 1
2463 1 1
2477 1 1
2523 1 1
2531 1 1
2532 1 1
2555 1 1
2556 1 1
2576 1 1
2587 1 1
2591 1 1
2594 1 1
2595 1 1
2598 1 1
2612 1 1
2613 1 1
2618 1 1
2620 1 1
2621 1 1
2630 1 1
2631 1 1
2632 1 1
2633 1 1
2635 1 1
2637 1 1
2640 1 1
2649 1 1
2651 1 1
2652 1 1
2657 1 1
2659 1 1
2660 1 1
2661 1 1
2664 1 1
2668 1 1
2675 1 1
2676 1 1
2683 1 1
2689 1 1
2690 1 1
2700 1 1
2708 1 1
2718 1 1
2724 1 1
2742 1 1
2758 1 1
2759 1 1
2760 1 1
2765 1 1
2768 1 1
2771 1 1
2775 1 1
2778 1 1
2779 1 1
2781 1 1
2782 1 1
2785 1 1
2786 1 1
2787 1 1
2788 1 1
2789 1 1
2790 1 1
2791 1 1
2793 1 1
2794 1 1
2799 1 1
2802 1 1
2803 1 1
2804 1 1
2806 1 1
2808 1 1
2812 1 1
2820 1 1
2825 1 1
2833 1 1
2836 1 1
2837 1 1
2840 1 1
2841 1 1
2842 1 1
2844 1 1
2845 1 1
2853 1 1
2857 1 1
2858 1 1
2862 1 1
2863 1 1
2872 1 1
2881 1 1
2884 1 1
2904 1 1
2935 1 1
2937 1 1
2938 1 1
2939 1 1
2941 1 1
2942 1 1
2943 1 1
2945 1 1
2946 1 1
2949 1 1
2950 1 1
2951 1 1
2952 1 1
2958 1 1
2961 1 1
2965 1 1
2966 1 1
2970 1 1
2971 1 1
2972 1 1
2976 1 1
2978 1 1
2980 1 1
2983 1 1
2984 1 1
2986 1 1
2993 1 1
2994 1 1
2995 1 1
2996 1 1
2997 1 1
3000 1 1
3004 1 1
3005 1 1
3007 1 1
3008 1 1
3018 1 1
3023 1 1
3024 1 1
3028 1 1
3031 1 1
3051 1 1
3055 1 1
3058 1 1
3062 1 1
3063 1 1
3066 1 1
3067 1 1
3068 1 1
3075 1 1
3076 1 1
3086 1 1
3097 1 1
3098 1 1
3111 1 1
3117 1 1
3124 1 1
3127 1 1
3132 1 1
3133 1 1
3134 1 1
3139 1 1
3140 1 1
3152 1 1
3153 1 1
3156 1 1
3160 1 1
3161 1 1
3162 1 1
3163 1 1
3169 1 1
3170 1 1
3173 1 1
3176 1 1
3177 1 1
3182 1 1
3183 1 1
3184 1 1
3185 1 1
3187 1 1
3189 1 1
3190 1 1
3194 1 1
3196 1 1
3200 1 1
3202 1 1
3203 1 1
3208 1 1
3209 1 1
3210 1 1
3214 1 1
3215 1 1
3223 1 1
3224 1 1
3226 1 1
3227 1 1
3228 1 1
3229 1 1
3233 1 1
3238 1 1
3241 1 1
3242 1 1
3246 1 1
3248 1 1
3251 1 1
3252 1 1
3258 1 1
3259 1 1
3260 1 1
3262 1 1
3267 1 1
3268 1 1
3270 1 1
3276 1 1
3277 1 1
3279 1 1
3280 1 1
3281 1 1
3283 1 1
3284 1 1
3285 1 1
3286 1 1
3287 1 1
3290 1 1
3291 1 1
3292 1 1
3293 1 1
3294 1 1
3296 1 1
3297 1 1
3299 1 1
3300 1 1
3301 1 1
3304 1 1
3305 1 1
3307 1 1
3308 1 1
3309 1 1
3318 1 1
3323 1 1
3324 1 1
3325 1 1
3329 1 1
3332 1 1
3334 1 1
3335 1 1
3336 1 1
3340 1 1
3353 1 1
3385 1 1
3387 1 1
3388 1 1
3435 1 1
3436 1 1
3437 1 1
3442 1 1
3443 1 1
3449 1 1
3491 1 1
3492 1 1
3493 1 1
3495 1 1
3496 1 1
3499 1 1
3500 1 1
3501 1 1
3502 1 1
3503 1 1
3508 1 1
3509 1 1
3510 1 1
3511 1 1
3524 1 1
3532 1 1
3534 1 1
3538 1 1
3539 1 1
3541 1 1
3545 1 1
3547 1 1
3548 1 1
3549 1 1
3550 1 1
3553 1 1
3554 1 1
3555 1 1
3557 1 1
3558 1 1
3567 1 1
3574 1 1
3585 1 1
3588 1 1
3589 1 1
3590 1 1
3591 1 1
3593 1 1
3600 1 1
3604 1 1
3608 1 1
3611 1 1
3613 1 1
3615 1 1
3618 1 1
3621 1 1
3630 1 1
3637 1 1
3638 1 1
3640 1 1
3643 1 1
3649 1 1
3650 1 1
3652 1 1
3653 1 1
3654 1 1
3659 1 1
3660 1 1
3661 1 1
3666 1 1
3677 1 1
3688 1 1
3695 1 1
