"";"classe 1";"classe 2";"classe 3"
"llm";20,917;-7,934;-5,66
"liquid";9,176;-3,748;-2,249
"lend";15,836;-7,516;-3,08
"legitimate";-0,282;-4,545;8,657
"ladder";4,373;-0,452;-3,08
"kitchen";16,925;-5,351;-5,66
"ken";-15,458;28,296;-1,202
"journal";-9,62;5,91;1,1
"jones";-17,277;45,551;-5,66
"irs";-7,912;-4,145;30,782
"interpret";0;-5,351;6,415
"intensity";-0,282;7,066;-5,064
"integration";7,483;-1,706;-3,361
"infinite";13,661;-4,145;-4,766
"headline";-2,84;8,692;-1,426
"hacker";0,037;0,025;-0,159
"grandmother";-6,914;25,173;-5,362
"frequency";10,211;-4,145;-2,523
"foster";-15,458;34,242;-2,8
"footprint";19,816;-7,516;-5,362
"flood";-0,002;-4,545;5,595
"flee";-16,367;0,773;14,84
"fancy";-1,035;4,52;-1,202
"extraordinarily";-5,376;-0,09;9,478
"essence";0,806;-0,09;-0,55
"encounter";-5,376;13,901;-1,658
"ed";-10,482;27,445;-3,361
"eastern";-15,458;0;21,839
"dystopian";-13,669;32,973;-3,361
"dump";12,301;-7,516;-1,426
"duke";-10,086;29,483;-4,468
"downside";0,806;-0,09;-0,55
"disney";-7,069;18,461;-2,249
"discourse";-7,069;2,142;2,47
"desperately";0,456;-1,415;0,238
"decay";-1,472;-2,914;10,834
"dave";-11,874;28,296;-2,8
"dance";-9,196;8,183;0,251
"cultivate";-6,914;15,863;-1,426
"corp";2,867;0,025;-4,766
"coordinate";0,456;-0,452;-0,005
"columbia";-1,472;8,692;-3,08
"coinbase";-2,84;-0,024;4,709
"coal";6,57;-2,914;-1,426
"classify";10,208;-5,351;-1,658
"churchill";-16,367;3,663;7,458
"cabinet";-12,729;-5,845;47,04
"bureaucratic";-1,959;-7,934;22,24
"bread";1,316;0,131;-3,08
"banker";-3,457;13,901;-3,361
"bacterium";17,613;-6,68;-4,766
"awful";-13,669;0,501;13,136
"australia";-5,376;-1,706;17,39
"attribute";-17,277;1,467;13,136
"attorney";-7,718;4,919;0,802
"atlanta";-1,718;0,025;1,919
"assembly";0,041;-7,516;7,458
"artemis";9,176;-6,263;-0,784
"allocation";4,479;-5,427;0
"aim";1,316;-2,914;0,238
"afternoon";-12,771;30,631;-3,08
"aerospace";6,57;-0,452;-5,362
"adapar";0,857;1,127;-5,064
"actualize";-4,654;5,91;-0,005
"academy";-15,458;28,296;-1,202
"2030s";13,356;-5,351;-3,361
"xi";-6,914;-7,516;37,151
"workflows";17,613;-6,68;-4,766
"warn";-4,654;-0,452;10,834
"volunteer";-7,912;11,903;-0,159
"violate";-10,086;-3,748;34,468
"viable";14,747;-7,098;-2,8
"upgrade";9,213;-4,947;-1,426
"unintuitive";19,816;-7,516;-5,362
"undergraduate";-9,62;15,863;-0,401
"uncomfortable";-7,912;8,419;0,038
"uncle";-6,236;2,848;1,292
"tune";1,316;-1,415;-0,005
"tucker";-9,196;8,183;0,251
"tuberculosis";-2,639;-0,644;7,84
"traditionally";-0,549;0,131;0,238
"toxic";0,51;-1,549;0,251
"tooth";1,992;0;-2,8
"tom";-3,955;10,179;-1,202
"terror";-0,549;-2,914;7,458
"supplier";15,836;-4,947;-5,362
"starship";11,253;-4,545;-2,8
"shoe";-3,955;7,066;-0,27
"shelter";-3,85;-0,433;9,266
"seventh";0,041;1,95;-3,08
"season";-3,955;18,104;-5,064
"rush";-0,349;-0,056;0,916
"ruin";-9,62;1,95;4,709
"robert";-10,979;20,678;-0,987
"risky";2,867;-6,68;0,625
"retain";4,373;-7,516;0,238
"recession";7,261;-2,212;-2,523
"progressivism";-11,819;-1,238;27,979
"profound";-0,349;-3,748;7,84
"primitive";14,309;-5,427;-3,872
"pride";-3,955;7,066;-0,27
"prescription";1,422;-6,68;1,919
"preference";-2,84;1,95;0,238
"portion";4,373;-0,452;-3,08
"pal";4,373;-1,415;-1,426
"overwhelm";0,041;-0,452;0,238
"nose";-2,84;0,773;1,1
"noise";0,194;-4,545;3,198
"muslim";-15,458;0;21,839
"momentum";0,857;-4,545;1,468
"mobility";2,867;-0,152;-2,523
"mineral";18,714;-7,098;-5,064
"mexican";-11,874;7,066;1,468
"mechanic";-0,005;-0,056;0,118
"mandatory";-0,096;-0,881;1,919
"loyal";2,184;-0,056;-2,249
"londale";-9,62;30,631;-5,362
"limitation";12,301;-4,947;-3,08
"jesus";-13,638;23,651;-0,784
"jersey";-0,349;-1,875;4,777
"jealous";-6,914;15,863;-1,426
"israelis";-5,346;-6,68;30,782
"israeli";-2,259;1,127;0,403
"insider";-4,609;2,441;0,733
"incremental";3,6;-7,098;0,403
"ideological";-6,914;-4,947;30,63
"humility";-3,281;3,255;0,038
"holocaust";-14,548;1,577;10,045
"gravity";13,661;-6,68;-2,523
"emission";15,41;-5,845;-4,17
"electrify";19,816;-7,516;-5,362
"editor";-10,979;25,969;-2,523
"dust";4,479;-0,254;-3,872
"donation";-6,123;0,28;5,595
"domestic";0,037;-0,881;0,625
"divorce";-1,227;-0,644;4,777
"deter";1,316;-4,947;1,1
"demo";13,661;-4,145;-4,766
"dell";1,422;0,025;-2,523
"clutter";10,211;-2,212;-4,766
"clothe";1,422;0,025;-2,523
"clever";2,621;-2,914;-0,005
"chart";3,6;-2,559;-0,27
"charity";-0,656;5,536;-2,523
"chancellor";-15,458;18,104;0,003
"carolina";-10,979;1,577;6,629
"buddy";-3,955;18,104;-5,064
"bezos";0,041;3,663;-5,362
"axis";3,98;-0,644;-2,249
"award";-3,281;1,577;0,625
"anduin";5,382;-0,433;-4,17
"analog";11,253;-7,098;-1,202
"aggregate";19,816;-7,516;-5,362
"advise";-1,035;10,179;-5,064
"accurate";-0,002;-1,14;1,468
"youth";-11,874;22,917;-1,202
"yodel";17,613;-6,68;-4,766
"yellow";-0,127;5,172;-4,17
"wreck";-9,196;-1,549;24,515
"wokeness";-6,123;-2,559;21,839
"wisconsin";-3,955;2,54;0,403
"walmart";7,261;-4,145;-0,987
"vp";11,495;-5,845;-1,978
"volume";18,714;-7,098;-5,064
"utah";-7,069;13,913;-0,784
"upbringing";-14,548;38,356;-4,766
"underground";9,176;-3,748;-2,249
"ukrainians";-0,282;-7,098;12,386
"ubi";-10,91;0,087;12,981
"timeline";11,253;-4,545;-2,8
"tent";-7,425;-2,575;24,763
"tap";8,23;-1,14;-5,064
"suspect";5,679;-4,545;-0,27
"subsidize";3,98;-6,263;0,118
"straightforward";1,992;-4,545;0,403
"statistical";13,661;-4,145;-4,766
"shell";-1,479;0,509;0,451
"sexual";0,479;-4,145;1,919
"semiconductor";12,577;-3,748;-4,468
"satisfaction";-2,036;5,172;-0,594
"request";0,923;-3,748;0,916
"relief";0,037;-2,212;1,919
"refuse";0,479;-0,881;0,038
"purchase";18,714;-7,098;-5,064
"preserve";-1,718;1,577;0,038
"pose";0,203;-2,962;1,772
"piss";-5,346;-0,152;10,045
"pill";0,037;-0,881;0,625
"pile";3,185;-0,433;-1,978
"photo";2,867;-4,145;0,038
"painful";0,194;2,54;-5,064
"overlap";4,814;-0,881;-2,523
"overconfident";0,51;1,213;-4,17
"outsider";0,923;0,805;-4,468
"ordinary";-9,196;-0,433;18,624
"opposition";-6,123;0;8,657
"obstacle";0,037;3,255;-4,766
"obsession";1,992;-0,286;-1,202
"nut";-0,349;0,109;0,118
"november";-5,346;0,025;6,629
"nathan";0,203;1,748;-3,872
"myth";-13,638;35,957;-4,468
"monitor";16,512;-6,263;-4,468
"mentally";-15,458;1,127;12,386
"mandate";-2,259;-4,545;16,78
"mad";1,992;-4,545;0,403
"lord";-3,85;11,883;-1,978
"liberate";-7,912;-4,145;30,782
"legally";-0,656;-6,68;14,168
"jared";-5,415;0,011;7,025
"james";-0,349;4,122;-2,249
"ironically";-1,035;-4,545;12,386
"intercept";10,211;-4,145;-2,523
"hr";5,679;-1,14;-2,8
"harbor";0,197;-0,644;0,118
"ground";-5,346;8,419;-0,159
"gay";-15,458;-1,14;33,956
"friendly";-6,123;1,127;3,198
"forum";-3,281;-2,212;14,168
"formula";0,479;0,025;-0,987
"fission";13,208;-5,01;-3,574
"finger";2,867;-2,212;-0,159
"fentanyl";-9,196;-0,005;13,541
"exam";0,037;0,5;-0,987
"dysfunction";-11,874;0,28;12,386
"disconnect";-0,096;-0,881;1,919
"disappear";-5,346;0,025;6,629
"dirt";7,261;-2,212;-2,523
"defeat";-4,587;0,805;2,47
"declaration";-15,458;10,179;1,468
"dean";-14,548;20,678;-0,159
"convert";0,194;2,54;-5,064
"constant";-0,002;-4,545;5,595
"consciousness";-0,002;1,127;-1,202
"comp";-0,656;-2,212;6,629
"collar";-0,005;4,122;-4,468
"brown";-15,458;10,179;1,468
"bloomberg";7,261;-0,881;-4,766
"blog";-2,259;7,066;-1,202
"blank";-0,096;3,255;-2,523
"basketball";-9,196;21,345;-1,978
"attractive";-1,227;4,122;-0,784
"ass";-11,874;28,296;-2,8
"april";-0,795;2,848;-0,594
"apex";9,176;-3,748;-2,249
"antibiotic";14,309;-5,427;-3,872
"anthropic";14,747;-4,545;-5,064
"ambition";-1,035;0,28;0,403
"accuse";-15,458;-7,098;57,124
"acceleration";10,211;-4,145;-2,523
"40s";-11,874;22,917;-1,202
"1950s";-5,346;3,255;0,625
"wrap";-0,656;0,025;0,625
"withstand";-0,656;0,5;0,038
"whale";14,309;-5,427;-3,872
"weather";-0,656;5,536;-2,523
"vr";17,613;-6,68;-4,766
"virtually";0,037;-0,881;0,625
"useless";8,152;-5,845;-0,594
"trickle";-3,281;8,419;-0,987
"trap";-13,638;-1,875;34,468
"transplant";15,41;-5,845;-4,17
"tighten";12,577;-6,263;-2,249
"survival";2,184;-6,263;0,916
"supportive";-7,912;0,025;10,045
"subsidy";5,382;-3,353;-0,594
"stream";2,867;-2,212;-0,159
"snack";0,553;0,863;-3,574
"slip";0,51;-5,845;3,142
"shirt";-5,346;11,903;-0,987
"sheep";-6,546;20,009;-3,276
"september";-7,069;13,913;-0,784
"schumer";-11,819;-2,962;35,393
"scholar";-10,979;31,861;-4,766
"scan";9,176;-3,748;-2,249
"sauce";11,495;-5,845;-1,978
"satisfy";0,479;-0,881;0,038
"residential";12,577;-3,748;-4,468
"recreate";-0,656;-0,152;1,919
"ratio";13,661;-4,145;-4,766
"ram";3,98;-0,644;-2,249
"probability";2,867;0,025;-4,766
"primarily";2,867;-6,68;0,625
"premium";13,661;-4,145;-4,766
"precisely";-1,718;5,536;-0,987
"pour";5,382;-3,353;-0,594
"pot";-6,546;14,528;-1,194
"plot";2,867;-2,212;-0,159
"philadelphia";-7,069;23,651;-4,468
"persistent";-0,096;-2,212;3,92
"paperwork";15,41;-5,845;-4,17
"owe";3,185;-5,845;0,251
"outperform";10,211;-2,212;-4,766
"optimal";-0,005;2,142;-2,249
"ongoing";0,037;-4,145;3,92
"offload";5,162;-2,194;-1,194
"oculus";7,261;-0,881;-4,766
"newspaper";-12,729;27,108;-1,978
"native";-1,718;-2,212;10,045
"monetary";0,923;-6,263;2,47
"mo";-0,656;0,025;0,625
"menu";-6,236;1,213;3,142
"median";-5,415;0,509;3,963
"med";7,261;-2,212;-2,523
"manhattan";-5,346;1,577;1,919
"log";15,41;-5,845;-4,17
"liability";0,51;-5,845;3,142
"killer";2,867;-4,145;0,038
"joint";3,185;-0,005;-4,17
"jefferson";-13,638;29,483;-2,249
"italy";-3,85;2,848;0,251
"inappropriate";-10,086;4,122;2,47
"import";-0,656;0,025;0,625
"impactful";6,311;-0,644;-4,468
"homeowner";5,382;-5,845;-0,018
"hip";-7,069;6,744;0,118
"headcount";15,41;-5,845;-4,17
"hat";-7,912;25,969;-4,766
"hammer";-0,795;0,265;0,251
"guilty";-12,729;-1,549;31,215
"gray";-0,096;-6,68;10,045
"graphic";8,152;-5,845;-0,594
"gov";1,561;-0,433;-0,594
"globalization";14,309;-5,427;-3,872
"garage";2,867;0,025;-4,766
"fulfillment";10,211;-2,212;-4,766
"fruit";2,184;-0,056;-2,249
"fool";-3,281;8,419;-0,987
"farmer";-3,281;8,419;-0,987
"fa";5,382;-3,353;-0,594
"espionage";-8,309;-5,427;35,393
"equality";-12,729;-1,549;31,215
"enhance";2,867;-4,145;0,038
"emperor";-1,718;5,536;-0,987
"el";-10,086;0,109;11,656
"echo";-3,281;11,903;-2,523
"ear";-0,349;6,744;-4,468
"doable";3,98;-0,056;-4,468
"democratize";2,184;-0,644;-0,784
"crt";-10;0,254;10,307
"contribution";-2,639;4,122;-0,074
"contrarian";-0,656;5,536;-2,523
"consistently";2,867;-0,152;-2,523
"colorado";-7,425;2,441;2,38
"collection";0,923;-1,875;0,118
"coincidence";-5,346;1,577;1,919
"cognitive";12,577;-6,263;-2,249
"coalition";-10,979;-4,145;37,735
"cite";-5,346;0,025;6,629
"chronic";7,261;-6,68;-0,159
"christianity";-14,548;15,99;0,038
"chicken";3,284;-0,226;-2,68
"calorie";6,149;-1,457;-2,68
"bridgewater";-1,479;9,909;-3,872
"bird";-3,281;15,99;-4,766
"bid";-0,437;-2,962;7,025
"belong";-12,729;1,213;9,266
"beijing";-4,587;-1,875;16,227
"backyard";0,037;0,025;-0,159
"b2b";17,613;-6,68;-4,766
"automotive";12,577;-6,263;-2,249
"autoimmune";14,309;-5,427;-3,872
"attrition";14,309;-5,427;-3,872
"arab";-10,086;-3,748;34,468
"analytics";16,512;-6,263;-4,468
"alongside";-10,979;8,419;0,625
"abstract";7,261;-6,68;-0,159
"30s";-5,346;3,255;0,625
"variance";-0,437;3,727;-1,711
"vacuum";4,479;-5,427;0
"vacation";-4,587;18,461;-4,468
"urban";-2,639;13,913;-4,468
"unify";-7,069;0,109;7,84
"unicorn";9,176;-3,748;-2,249
"unhappy";-1,227;2,142;-0,074
"underhyped";16,512;-6,263;-4,468
"ukrainian";-4,587;-0,644;11,656
"tree";8,152;-1,549;-4,17
"trash";9,176;-6,263;-0,784
"trader";-8,309;24,737;-3,872
"totalitarian";-7,069;-1,875;21,553
"threshold";-0,795;-5,845;13,541
"theoretical";-0,795;-0,433;3,142
"temperature";6,311;-3,748;-0,784
"technically";-2,639;0,109;2,47
"tablet";14,309;-5,427;-3,872
"sympathize";-10;-4,592;36,957
"sword";-0,17;0,863;-0,267
"supremacy";-13,638;0,109;16,227
"specialize";2,184;-0,644;-0,784
"soros";-10,086;2,142;4,777
"sin";-7,069;-0,644;16,227
"shadow";-5,415;6,448;0
"separation";0,027;-5,01;4,971
"seize";-6,546;-4,592;28,751
"scope";12,577;-6,263;-2,249
"scholarship";-5,415;9,909;-0,42
"scarcity";11,495;-5,845;-1,978
"scam";-3,139;-2,962;15,761
"safely";8,152;-3,353;-1,978
"revolutionize";16,512;-6,263;-4,468
"reliability";12,577;-3,748;-4,468
"rejection";-0,437;-1,238;3,963
"reference";-0,005;2,142;-2,249
"reed";-6,546;20,009;-3,276
"raw";8,152;-3,353;-1,978
"radicalize";-11,819;-1,238;27,979
"propose";-13,638;-6,263;50,401
"prize";-0,795;2,848;-0,594
"prediction";16,512;-6,263;-4,468
"precise";5,382;-3,353;-0,594
"pray";-13,638;13,913;0,118
"pr";-1,227;-0,644;4,777
"populism";-7,069;4,122;0,916
"pollute";9,176;-3,748;-2,249
"politicize";-10,086;0,109;11,656
"pizza";4,479;-1,238;-1,711
"pipe";9,34;-5,01;-1,449
"perry";-1,479;-1,238;7,025
"perceive";-0,795;8,183;-4,17
"patrick";-2,036;8,183;-1,978
"overnight";0,923;-3,748;0,916
"oppression";-12,729;16,27;-0,018
"oftentimes";0,197;-0,056;-0,074
"noble";-6,546;14,528;-1,194
"nick";0,203;1,748;-3,872
"minecraft";11,006;-4,175;-2,978
"midwest";-7,425;16,779;-1,449
"marriage";-10,086;-0,056;16,227
"marginal";5,382;-0,433;-4,17
"marcus";-11,819;31,161;-3,872
"manufacturer";6,311;-1,875;-2,249
"mail";-0,349;-3,748;7,84
"louisiana";0,923;-1,875;0,118
"knife";-0,011;-2,962;3,963
"junk";0,032;2,848;-4,17
"joby";8,152;-1,549;-4,17
"islam";-13,638;10,007;0,916
"invention";0,032;-0,005;-0,018
"intuitively";6,311;-1,875;-2,249
"intensive";12,577;-3,748;-4,468
"intel";0,51;1,213;-4,17
"insanely";0,203;-1,238;0,451
"industrialize";-0,17;-2,575;4,971
"industrialization";-0,349;4,122;-2,249
"ill";-7,069;-3,748;27,633
"hunter";-9,196;1,213;5,8
"hampshire";-10,91;-0,943;24,763
"gps";12,577;-6,263;-2,249
"ghost";15,41;-5,845;-4,17
"generational";0,553;0,863;-3,574
"gang";-9,196;-5,845;38,723
"friction";3,185;-0,005;-4,17
"freeze";-3,139;0,509;1,772
"fold";3,185;-1,549;-0,594
"fellowship";-3,139;6,448;-0,42
"false";-1,227;-1,875;7,84
"explanation";0,923;-1,875;0,118
"existence";-0,795;2,848;-0,594
"excitement";0,203;-1,238;0,451
"eu";-6,236;-3,353;24,515
"eric";-6,236;8,183;-0,018
"entitlement";-0,437;-1,238;3,963
"entertainment";-0,795;1,213;-0,018
"enlightenment";-7,069;10,007;-0,074
"elevator";-3,058;12,306;-2,978
"elevate";2,184;0,109;-4,468
"dysfunctional";-13,638;-3,748;42,057
"dual";16,512;-6,263;-4,468
"doug";8,152;-3,353;-1,978
"disclosure";11,495;-5,845;-1,978
"deviation";8,152;-1,549;-4,17
"depress";-3,85;11,883;-1,978
"demographic";0,51;-3,353;1,292
"curiosity";-7,069;23,651;-4,468
"cry";-5,415;-0,254;10,958
"critically";0,923;0,805;-4,468
"credential";0,923;-0,056;-0,784
"consent";1,133;-2,194;0,117
"concentration";-4,587;-1,875;16,227
"concentrate";16,512;-6,263;-4,468
"con";-2,036;8,183;-1,978
"compel";-7,069;6,744;0,118
"clue";-2,461;11,991;-3,574
"clinton";-7,069;-6,263;34,468
"cheer";-10;6,192;1,121
"champion";1,561;-1,549;-0,018
"ch";0,197;-1,875;0,916
"certainty";-6,236;-0,005;9,266
"carter";-4,587;2,142;0,916
"cadence";9,176;-6,263;-0,784
"burst";0,032;2,848;-4,17
"bump";7,139;-5,427;-0,42
"brutal";-7,069;-1,875;21,553
"bottleneck";16,512;-6,263;-4,468
"boeing";0,923;-0,644;-0,074
"bless";-10,086;4,122;2,47
"aviation";2,437;0,011;-3,872
"alto";-2,036;5,172;-0,594
"achievement";-10,086;10,007;0,118
"abstraction";12,577;-6,263;-2,249
"weed";2,437;-0,254;-1,711
"vulnerable";-2,036;-0,005;3,142
"voltage";13,208;-5,01;-3,574
"viewpoint";-8,309;-0,254;15,761
"vertically";14,309;-5,427;-3,872
"unsexy";6,149;-1,457;-2,68
"unleash";5,382;-5,845;-0,018
"unknown";8,27;-2,194;-3,276
"universal";-6,236;1,213;3,142
"uniform";-0,437;0,011;0,451
"uae";-11,819;14,111;0
"trace";-3,85;2,848;0,251
"tone";-6,236;16,27;-1,978
"tick";5,382;-5,845;-0,018
"thread";-3,85;11,883;-1,978
"tension";-1,479;-1,238;7,025
"taylor";-11,819;31,161;-3,872
"superstar";-3,85;16,27;-4,17
"sufficient";-2,036;-5,845;18,624
"successfully";0,51;-5,845;3,142
"stagnation";0,032;-3,353;3,142
"sick";0,203;0,011;-0,42
"sheer";2,437;-0,254;-1,711
"sex";-1,479;1,748;0
"sensitive";-0,795;-1,549;5,8
"rival";-2,036;-0,005;3,142
"revolutionary";-1,479;-2,962;10,958
"rent";3,185;-0,005;-4,17
"refer";-0,795;0,265;0,251
"recycle";4,479;-2,962;-0,42
"recognition";-3,85;5,172;-0,018
"realistic";11,495;-5,845;-1,978
"reader";-12,729;5,172;3,142
"rabbi";-7,272;7,993;0,019
"purple";-10;-0,672;21,574
"punch";-9,196;0,265;9,266
"pulse";11,495;-3,353;-4,17
"prompt";10,416;-2,962;-3,872
"prince";-12,729;5,172;3,142
"prevail";-1,825;-4,592;15,426
"practitioner";6,149;-1,457;-2,68
"placement";4,479;-0,254;-3,872
"phenomenon";-0,127;-3,353;5,8
"percentile";-5,673;17,656;-2,978
"pbm";14,309;-5,427;-3,872
"paycheck";9,905;-3,757;-2,68
"pathway";1,747;0,087;-3,574
"overhead";14,309;-5,427;-3,872
"outline";-9,196;5,172;1,292
"organizational";14,309;-5,427;-3,872
"organic";11,495;-3,353;-4,17
"oracle";2,783;-0,672;-1,194
"offensive";-0,437;1,748;-0,42
"obligation";-12,729;-0,433;24,515
"neo";0,212;-4,592;3,154
"neat";-8,309;24,737;-3,872
"mouse";7,139;-5,427;-0,42
"monday";-5,415;14,111;-1,711
"minimize";-0,011;-2,962;3,963
"meal";-0,795;8,183;-4,17
"logical";1,561;-3,353;0,251
"leftist";-7,425;0,087;8,504
"knee";1,747;-5,01;0,733
"jd";-0,981;0,863;0,029
"jammer";6,141;-2,575;-1,449
"item";3,185;-3,353;-0,018
"inventory";14,309;-5,427;-3,872
"intrusion";-0,17;-2,575;4,971
"intimidate";-12,729;0,265;13,541
"interestingly";0,032;-0,433;0,251
"interceptor";9,905;-3,757;-2,68
"instruction";-0,736;-0,226;2,354
"instagram";3,61;-2,575;-0,267
"influential";-8,309;19,053;-1,711
"inculcate";-12,729;21,345;-0,594
"inch";2,783;-0,672;-1,194
"immigrate";-8,309;0,509;7,025
"horizontal";11,495;-5,845;-1,978
"heck";8,152;-1,549;-4,17
"gross";10,416;-2,962;-3,872
"greek";-8,182;6,003;0,55
"gna";5,382;-1,549;-1,978
"globe";0,032;-0,005;-0,018
"genome";1,747;0,087;-3,574
"genocide";-10;-2,194;28,751
"gbt";15,41;-5,845;-4,17
"ftc";-0,437;-2,962;7,025
"friendship";-10,91;22,37;-1,449
"fox";-8,309;9,909;0
"forbid";-6,236;21,345;-4,17
"firsthand";0,032;-0,005;-0,018
"fintech";8,152;-3,353;-1,978
"external";-2,036;-1,549;9,266
"expression";-2,036;8,183;-1,978
"expense";15,41;-5,845;-4,17
"excavator";15,41;-5,845;-4,17
"eager";-12,729;1,213;9,266
"dubai";-0,795;-0,005;1,292
"drill";2,437;-0,254;-1,711
"draft";-2,461;2,441;0,029
"doc";8,152;-5,845;-0,594
"distract";-2,036;-0,005;3,142
"display";4,479;-0,254;-3,872
"disappoint";-1,479;-0,254;3,963
"disagreement";-11,819;-0,254;21,434
"dialogue";-8,309;24,737;-3,872
"demonstration";0,032;-0,005;-0,018
"deck";8,152;-1,549;-4,17
"decentralization";-9,196;-3,353;31,215
"da";-7,425;0,863;4,971
"cto";6,141;-2,575;-1,449
"crystal";-0,011;0,011;0
"countryside";0,032;-0,005;-0,018
"costly";5,382;-3,353;-0,594
"cooperation";-2,461;-0,114;4,971
"contrast";-3,85;8,183;-0,594
"continually";0,51;-0,433;-0,018
"consumption";10,416;-2,962;-3,872
"comfort";0,032;2,848;-4,17
"cobalt";11,006;-4,175;-2,978
"cliff";1,747;-0,114;-1,449
"clarence";-10;26,366;-3,276
"chris";-9,196;16,27;-0,594
"chemistry";15,41;-5,845;-4,17
"certification";8,152;-1,549;-4,17
"cattle";1,133;0,254;-3,276
"caddy";-7,272;19,174;-2,382
"businessman";-3,139;9,909;-1,711
"boot";-3,821;0,254;3,154
"bleed";1,011;0,011;-1,711
"blast";11,495;-5,845;-1,978
"basement";0,553;0,087;-1,449
"baseline";-0,437;3,727;-1,711
"attend";-10,91;16,779;-0,267
"assault";-10;-2,194;28,751
"arrogant";-10,91;4,822;2,38
"arrest";-8,309;-2,962;27,979
"architect";0,203;-2,962;1,772
"appreciation";-6,236;-5,845;31,215
"anger";-11,819;9,909;0,451
"android";13,208;-5,01;-3,574
"alarm";-2,461;-0,114;4,971
"agriculture";-0,17;0,863;-0,267
"adversity";-11,819;24,737;-1,711
"addiction";-5,673;-4,175;25,442
"adaptive";8,152;-3,353;-1,978
"accidentally";3,185;-0,433;-1,978
"18th";-12,729;2,848;5,8
"yell";-4,609;0,087;4,971
"workout";-0,232;4,495;-2,978
"wildly";-3,139;1,748;0,451
"weiss";-11,819;24,737;-1,711
"wash";1,747;0,087;-3,574
"visible";-0,011;-5,427;7,025
"veteran";-7,425;0,863;4,971
"versa";10,416;-5,427;-1,711
"unquote";-5,415;0,011;7,025
"tulsa";-5,415;-5,427;27,979
"torture";-4,609;-2,575;18,4
"tony";-3,821;14,528;-3,276
"tock";2,437;-5,427;0,451
"television";0,203;-0,254;0
"tall";0,553;-0,114;-0,267
"syria";-5,415;-1,238;15,761
"suppress";-0,17;-5,01;8,504
"supercharge";5,162;-2,194;-1,194
"stone";-11,819;19,053;-0,42
"stereotype";-10,91;28,764;-3,574
"standardize";2,01;0,001;-2,978
"stan";-3,058;12,306;-2,978
"spreadsheet";13,208;-5,01;-3,574
"sovereign";-0,011;-5,427;7,025
"someday";0,203;0,509;-1,711
"smb";9,34;-5,01;-1,449
"slap";0,027;-0,114;0,029
"sink";3,61;-2,575;-0,267
"simulation";8,27;-2,194;-3,276
"sight";6,141;-5,01;-0,267
"sharp";-1,479;9,909;-3,872
"segment";2,437;-1,238;-0,42
"saturday";-10,91;16,779;-0,267
"sand";-0,981;0,863;0,029
"salesperson";10,416;-2,962;-3,872
"sailor";3,61;-2,575;-0,267
"sacrifice";-7,425;22,37;-3,574
"russ";-5,673;2,034;1,646
"roland";-6,546;14,528;-1,194
"rockefeller";-7,272;12,982;-0,494
"rifle";-3,058;0,001;4,142
"reuse";12,107;-4,592;-3,276
"restrict";-0,011;-5,427;7,025
"resolution";1,011;-2,962;0,451
"republic";-8,309;-2,962;27,979
"replacement";13,208;-5,01;-3,574
"refresh";6,141;-5,01;-0,267
"realtor";13,208;-5,01;-3,574
"realm";7,139;-1,238;-3,872
"prosperous";-5,415;9,909;-0,42
