"";"";"";"";"*video=Ep_80_Leonard_Leo_Knows_How_to_Win_and_How_to_Save_Our_Country_Qh6Y43e02vYen";""
"156";"*video=Harvard_Professors_Warning_Avoid_This_Fatal_Money_Mistake_miXVWgBVrf8en";"-1.05517381105893";"-0.289944231250139";"0.842502634201908";"192"
"157";"*video=How_Daniel_Lubetzky_Built_KIND_Into_a_5B_Global_Success_I9-t1QhLc-Uen";"-0.924073479120743";"0.409292829687861";"0.841111775594475";"193"
"158";"*video=Alex_Karp_On_The_Future_Of_AI_And_Building_A_Multi_Billion-Dollar_Company_TEfTVozgiNsen";"-0.248482189297063";"0.360356748454419";"0.84063562580094";"194"
"159";"*video=AI_Warning_Millions_of_Humans_Will_Be_Obsolete_XAc-9No0oPEen";"-0.314265661291827";"0.837774441672866";"0.839883810337463";"195"
"160";"*video=Alex_Karp_How_Palantir_is_Changing_the_Course_of_History_VmwOhQYcCugen";"-0.758167298090119";"-0.997450870614677";"0.839263562580094";"196"
"161";"*video=AI__the_Future_of_Technology_Joe_Lonsdale_Answers_5_Critical_Questions_1jUoU0Yppnsen";"-0.0452419920311291";"0.698959522932452";"0.83849295173003";"197"
"162";"*video=Ep_60_Dr_Rebekah_Gee__Nest_Health_Are_Saving_Lives_by_Reinventing_In-Home_Care_Xt8X09d7cE4en";"0.024299331413766";"0.597071091687848";"0.837546917271821";"198"
"163";"*video=AI_Expert_The_Threat_That_No_One_is_Talking_About_7EJ18xEVeuUen";"-0.70402286849857";"-0.255115950397216";"0.837471735725474";"199"
"164";"*video=The_AI_Threat_Is_Worse_Than_You_Think__Trumps_Tech_Advisor_JbTDK4Izw1Qen";"-0.172766542235096";"-0.56031502345198";"0.836011960700555";"200"
"165";"*video=Texas_State_Technical_College_The_School_With_a_Money-Back_Guarantee_t57vCXW8b-wen";"0.0502531510683604";"0.645712479676741";"0.834608571835398";"201"
"166";"*video=Peter_Thiel_on_Trumps_Trade_and_Tariff_Policy_RCsW1snWed8en";"0.259466187604557";"-1.7036217311794";"0.834126156913";"202"
"167";"*video=Ep_75_Leadership_Lessons_with_Intuit_Founder__Silicon_Valley_Legend_Scott_Cook_rbIzL223gsMen";"0.313525972873649";"0.965420543082943";"0.831482272533106";"203"
"168";"*video=Ubers_Billion-Dollar_Strategy_That_Crushed_Lyft_O024I_rzgVAen";"0.0389003041975468";"1.094653934591";"0.828951160472733";"204"
"169";"*video=How_Elon_Musk_Built__Sold_His_First_Company_300M_Sale_X5PZ3JuzEX8en";"0.0810138253474715";"1.33531737112613";"0.828236935782429";"205"
"170";"*video=Ep_70_Andrew_McAfee_on_the_Science_Behind_the_Worlds_Most_Valuable_Companies_H0l0UuyP6RQen";"0.00621505836114181";"0.515474637409051";"0.828224405524705";"206"
"171";"*video=Ep_79_Bjorn_Lomborg_and_the_12_Best_Ideas_to_Help_the_World_co9ra0gvBXoen";"-0.177762067062353";"-0.246985712478233";"0.826407518154635";"207"
"172";"*video=The_Economy_After_AI__Cryptocurrency_6s-jFYUXyioen";"0.277162411444285";"-1.02973090989241";"0.821426740709099";"208"
"173";"*video=Americas_New_AI_Strategy_Were_Building_a_Tech_Force_GYV6XP0HSBUen";"-0.341336485604254";"0.1103839345958";"0.818970810195073";"209"
"174";"*video=Lean_Startup_vs_Fat_Startup_How_to_Succeed_like_Palantir__SpaceX_3U7_bkz-r-Een";"0.132353638450545";"0.862918011450888";"0.818525986045849";"210"
"175";"*video=Ep_65_Marc_Andreessen_and_the_Case_for_AI_Optimism_KZE0FwuFee0en";"0.102826995206219";"-0.361103064929199";"0.818218994731596";"211"
"176";"*video=Palantir_Founder_How_to_Reach_the_Top_1_nQ2vho89H1wen";"0.242873143045842";"1.1533582358882";"0.81340111063648";"212"
"177";"*video=Turning_25K_Into_3_Billion_The_Hard_Truths_Of_Jimmy_Johns_Success_izc8oXNri1oen";"0.133910031636715";"0.474560766936676";"0.813112914708814";"213"
"178";"*video=From_ChatGPT_to_Billions_of_Robots_Marc_Andreessens_Prediction_pRoKi4VL_5sen";"0.151597180716099";"-0.393986420014664";"0.813043998291329";"214"
"179";"*video=The_Terrifying_Truth_AI_Researchers_Dont_Understand_JenafBze3qUen";"-0.139238227188579";"-0.125163556939722";"0.810500355973231";"215"
"180";"*video=Billion_Dollar_Wins_--_and_Losses_zBWyxGAeKa4en";"0.0934046620828501";"0.389197778289019";"0.810494090844369";"216"
"181";"*video=2026_Investing_StrategyIPOs_Are_Back_K_CuBI1osfUen";"0.307226642513569";"-0.820095702884376";"0.808207318809626";"217"
